method,APSFailure,Amazon_employee_access,Another-Dataset-on-used-Fiat-500,Bank_Customer_Churn,Bioresponse,Diabetes130US,E-CommereShippingData,Fitness_Club,Food_Delivery_Time,GiveMeSomeCredit,HR_Analytics_Job_Change_of_Data_Scientists,Is-this-a-good-customer,MIC,Marketing_Campaign,NATICUSdroid,QSAR-TID-11,QSAR_fish_toxicity,SDSS17,airfoil_self_noise,anneal,bank-marketing,blood-transfusion-service-center,churn,coil2000_insurance_policies,concrete_compressive_strength,credit-g,credit_card_clients_default,customer_satisfaction_in_airline,diabetes,diamonds,hazelnut-spread-contaminant-detection,healthcare_insurance_expenses,heloc,hiva_agnostic,houses,in_vehicle_coupon_recommendation,jm1,kddcup09_appetency,maternal_health_risk,miami_housing,online_shoppers_intention,physiochemical_protein,polish_companies_bankruptcy,qsar-biodeg,seismic-bumps,splice,students_dropout_and_academic_success,superconductivity,taiwanese_bankruptcy_prediction,website_phishing,wine_quality
RF (default),0.9618675371658394,0.20985256607623126,0.830475234137608,0.9334742449509308,0.9461136802135569,0.730262664864813,0.8648256676303506,0.47863878902322843,0.5892891525978955,0.9301860948312566,0.9176850356733011,0.8820606687926368,0.9487666269700465,0.8878376418571028,0.014467884900279837,0.7503554575225361,0.5318733455306693,0.982884036144746,0.8172602640948056,0.9707273932337007,0.7488984436430667,0.2474915827948293,0.9398953923528631,0.5476813753340428,0.7897726604094875,0.9445060714411799,0.8773005762817889,0.9917963467023451,0.8096058126247961,0.9654890455961455,0.5890333865127559,0.9494881438253007,0.9041345122451705,0.6754022539610033,0.9017500491928951,0.8884964191626133,0.8092731517743449,0.780033109880089,0.9234807943166554,0.8278230591545328,0.938825479730944,0.7854142672584011,0.8095858649170192,0.8840838211813902,0.8103122896780576,0.2577378133758267,0.9598663561892028,0.9344156312133675,0.9608391016461003,0.35395475996307435,0.8610707939646385
RF (tuned + ensemble),0.9691636890135249,0.383936045077632,0.9279659434574729,0.953224787681847,0.9772859047889074,0.8982964773790878,0.9234619930686839,0.7526432144115919,0.8117079996216703,0.9858802762886614,0.9826295226106001,0.9144478862496076,0.9730437976237715,0.8858400946640482,0.3760340340403314,0.7857898959691662,0.7576005742193523,0.9948217786969535,0.8277039374646304,0.9930449783440749,0.9729670751054877,0.5687455617969115,0.9289080970875717,0.8124170022560236,0.818311148037398,0.9409991569109274,0.9588502606707743,0.9933907179700465,0.8573882409296418,0.9678213486912817,0.6159243240697008,0.982341330129945,0.9273282358684608,0.9993629795705347,0.9046649753119639,0.9155830399549133,0.8810490842686591,0.9256943997788383,0.9549245224420708,0.8605795335392274,0.9683177886772361,0.8164814443780317,0.8458315961183579,0.871238834545967,0.9025190259241259,0.7325537006397811,0.9670935785358631,0.9466209400866565,0.9605243937967582,0.7441902655112653,0.9029417472520768
RF (tuned),0.9618675371658395,0.23790624801713933,0.9207937615746142,0.9492052921207337,0.9461136802135562,0.8887785015874088,0.8865340390594565,0.7662657121032334,0.8131408746169355,0.9829751158700765,0.9857595491036352,0.907166577691956,0.96616660521423,0.8837165936288593,0.35352178363226705,0.754315632049397,0.7503266664936636,0.9945718442978537,0.8188984569583162,0.9877584654218492,0.9731816415181748,0.579201137397761,0.9299045314206686,0.8066082413232367,0.8031739071747171,0.9365734354861042,0.95607760892653,0.9931082805170275,0.8584907304822564,0.9654890455961455,0.6056826366085162,0.9808832924452666,0.9200755911574244,1.0,0.9017500491928951,0.9021632288168764,0.8089526120402167,0.9282514835277701,0.9320694713023414,0.8579630217610514,0.9628989205763401,0.8190736375383365,0.8347964774198784,0.8695890363281558,0.9116143887684364,0.7250552137166775,0.9652334396666548,0.9350645667155552,0.9603193615233351,0.7085922189118414,0.8791936553258388
TABDPT (default),0.9610640418187131,0.23362880193753255,1.0,0.9544305759352084,0.8231377734164692,0.5941846142998118,0.7774649358975051,0.9566319075536118,0.8429422907761366,0.9153703646918298,0.9796698732421679,0.9647470478577631,0.9682024385158093,0.9277171724141672,0.7446747364057366,0.8677040298653014,1.0,0.9802506067368704,0.9712985679585812,0.9599022945369109,0.9697676569820195,0.9534230644233642,0.9689833280100936,0.7144052099950837,0.9725490100151908,0.9335103019199812,0.9556188801371157,0.9960365155261511,0.954879583912001,0.9781501959167409,1.0,0.9977246502096094,0.9326260199882616,0.9748494305313157,0.9714830325787607,0.8466138412716455,0.962385798900022,0.6889716900943101,1.0,0.9559787420730973,0.9352167019332546,1.0,0.91687057114375,0.9470054612879055,0.95232071649532,0.4299586365183282,0.9762845458606463,1.0,0.974568838180228,0.9533734186300042,1.0
TABICL (default),1.0,0.4782682332330829,0.830475234137608,0.9802704683318955,0.9461136802135569,0.8349866856149329,0.9621089984523343,0.9648537507504104,0.5892891525978955,0.9970167347369769,1.0,0.9745556489397389,0.9784976181884707,0.9750345026242866,1.0,0.7503554575225361,0.5318733455306693,0.9909820207064687,0.8172602640948056,0.988116014846127,0.9889361405030863,0.8147638958410345,0.9736791135075631,0.900275938404311,0.7897726604094875,0.9734643928202191,1.0,0.997222390330224,0.9300515430090781,0.9654890455961455,0.9982707390452246,0.9494881438253007,0.9838708148627653,0.6754022539610033,0.9017500491928951,0.9834639635593443,1.0,0.895695046368911,0.9944774789575702,0.8278230591545328,0.9978530341255094,0.7854142672584011,0.9725203647452525,1.0,1.0,0.8343192767645724,0.9839424632706855,0.9344156312133675,0.9937268959256131,0.9523856357727539,0.8610707939646385
TABM (default),0.9647135214852899,0.0,0.8200210956129492,0.9864100984713172,0.8375907035021793,0.9170188929016339,0.9841927237167495,0.9552374999571855,0.6672832149997432,0.9972094501852253,0.9799444815639536,0.9707737707144056,0.9990760844923906,0.9431229950972705,0.8691242338093316,0.9093330697154425,0.5030800747920832,0.972622313825694,0.9602266339402411,0.9803763673254068,0.9926642142220103,0.8468762534474961,0.9785517746014437,0.9269771095691219,0.9724615212029594,0.9925360897608464,0.9769653572299751,0.9982260010886707,0.8765826014401694,0.989456754282407,0.6947352371318813,0.9964343826311127,0.9617607776085672,0.9923369509488438,0.9627731705995585,0.9906756456757878,0.6789009429376609,0.7920112782390633,0.8849754133946228,0.9498735688812365,0.9895313769398323,0.8247201202914278,0.8918549290534217,0.9069736419819392,0.918541025293971,0.9612198795405089,0.9881554865436305,0.9395707436088861,0.9855381236193967,0.8313625766099157,0.8021932313530706
TABM (tuned + ensemble),0.9903562919015382,0.37338942055652824,0.8513143838903272,0.9898884318781381,0.9315604454400939,0.9313466389579588,0.9580599460382885,0.9571877436937427,0.7592662792802441,1.0,0.9879840763534612,0.9706501242565356,1.0,0.9902771606590003,0.8974922726374518,0.9136717616905172,0.7378006977424288,0.9842428010649542,0.9856542890026135,0.9884030917002062,0.996017566990208,0.8482335602868761,0.9706100081733539,0.9595375406104861,0.9942038008603243,0.9927537032680147,0.9987286649188277,0.9986259384446087,0.910423268752148,0.9913268023474645,0.9055885499372132,0.9979293124979876,0.9810948272783006,0.9945069826026611,0.9823438920711242,1.0,0.766881049629372,0.9164619943465709,0.9339215000879769,0.9739874611987785,0.9934729478217327,0.8768214051370817,0.9585729522746999,0.9640388966585371,0.9339468268866811,0.9646189004182418,0.9918450144516064,0.966080003721161,0.9909859037287192,0.892763249350019,0.8978160824046808
TABM (tuned),0.9762771067070581,0.30435224777010916,0.8023039318771187,0.9898840789301355,0.9098743548749523,0.9293778051951517,0.897021258177574,0.9496283900612253,0.7590979843869268,0.9996849585293316,0.9850359340119166,0.9658354024634818,0.9986436282226666,0.9919791283270735,0.8796645162783193,0.9133305704240751,0.6478219073169242,0.984300698318235,0.9832395815202172,0.9871236526564666,0.9879885313532197,0.8077086910005988,0.9684928673400336,0.9455105339484624,0.9686127861291124,0.9700538510835965,0.9980864375600799,0.9985572466099035,0.8770950076656838,0.9893900404702659,0.8975608123435759,0.9952920800028143,0.9745347233294754,0.9942438427499736,0.9741775614747752,0.9970517640214575,0.7031998930885904,0.9087728702102955,0.9194910428638549,0.9654442697033409,0.9933040173221335,0.8695181706756291,0.9561645897484369,0.9353189276345043,0.9235876351527764,0.9516196747189057,0.9893072887427129,0.9658234537757067,0.9860093088445906,0.8828774164203935,0.8638492573876035
TABPFNV2 (default),0.9618675371658394,0.20985256607623126,0.9765896686621082,0.9922557220241875,0.9461136802135569,0.730262664864813,1.0,1.0,0.5892891525978955,0.9301860948312566,0.9176850356733011,0.9802116136339941,0.9762770164083732,0.9874291265504884,0.5726557944829411,0.7503554575225361,0.9112495186126947,0.982884036144746,0.9901045701237644,1.0,0.7488984436430667,0.9932487304107009,0.9895952816860366,0.8820440870413561,0.974078081790853,0.9154975916469604,0.8773005762817889,0.9917963467023451,1.0,0.9654890455961455,0.9462404379306882,0.9740759428865101,0.9962568169928327,0.6754022539610033,0.9017500491928951,0.8213265008747888,0.6602295911089249,0.780033109880089,0.9518623140037945,0.9239817321402319,0.9829031072372215,0.7854142672584011,0.9197950329426364,0.9693210085394746,0.9376775514533199,0.9752188793356316,0.9947343688713504,0.9344156312133675,0.9875069648997027,0.9472044366591417,0.5334703219558876
TABPFNV2 (tuned + ensemble),0.9618675371658395,0.20985256607623215,0.9785337551407309,0.9984733232501964,0.9461136802135562,0.7302626648648134,0.9829321043054422,0.950557888826661,0.5892891319098524,0.9301860948312565,0.9176850356733008,0.9702870977729985,0.9982156669048958,1.0,0.8085881306548955,0.7503554575225361,0.9948151412406507,0.9827930410051409,1.0,0.9965664169965098,0.7488984436430667,0.8980545860607376,0.9752701331326572,1.0,1.0,0.9833186454246823,0.8773005762817889,0.9917963467023452,0.9522035694719423,0.9654890455961455,0.9578258665208876,0.990194537227073,1.0,0.6714233945875847,0.9017500491928951,0.9590247580781629,0.9751917335532434,0.7800331098800888,0.9669040688542858,1.0,1.0,0.7854142672584011,1.0,0.9674989951886179,0.9232932318644644,1.0,1.0,0.9344156312133675,0.9961616275225448,1.0,0.9054000579323154
TABPFNV2 (tuned),0.9618675371658395,0.20985256607623215,0.9416675036674291,1.0,0.9461136802135562,0.7302626648648134,0.9893952894237158,0.978143554011047,0.5892891319098524,0.9301860948312565,0.9176850356733008,0.9371269540459211,0.994133761710037,0.985374250149176,0.6851374933329565,0.7503554575225361,0.8681250362222964,0.9827930410051409,0.9915707743683257,0.9929933779195169,0.7488984436430667,0.9242848578595296,0.97915704768112,0.996604793970936,0.9903645245159667,0.9008503996263204,0.8773005762817889,0.9917963467023452,0.9753129195521465,0.9654890455961455,0.9534512701700621,0.9797174291474154,0.9995719418641987,0.6714233945875847,0.9017500491928951,0.8713585692416809,0.8349198380898037,0.7800331098800888,0.9649598516571243,0.9896074698446402,0.9963584215303047,0.7854142672584011,0.9914672350788235,0.9207380686805724,0.9054705534568693,0.9535850459403082,0.998519054820662,0.9344156312133675,0.9918520027949739,0.9906277746104765,0.7773608609545433
XGB (default),0.9906144071301618,0.12310575012230573,0.8062883168498078,0.9708485889291225,0.9490208274987888,0.9285290671329492,0.8848555546368507,0.7325445618571702,0.9707142996376389,0.9928135461323849,0.9970419655160556,0.8922545249348455,0.9752859243242938,0.9330314076421266,0.7168758159015627,0.8197573991822222,0.5601004751515883,0.9933694384449364,0.894627435802408,0.9778622348148134,0.9850732177984093,0.5163081051007083,0.9690758003640365,0.9024496887380982,0.8829788847624305,0.9455727028812814,0.973324693417993,0.996311986886253,0.8050048111009642,0.9750156966945295,0.7705574418342312,0.9769629544511395,0.9293717508509475,0.9708625922477792,0.9527778060214765,0.9452256507189313,0.7820077057856685,0.9503114326400972,0.9326971954478275,0.9177015309659894,0.9877970238106131,0.8025233439665145,0.9169932046907998,0.8355804630532274,0.8685374966625122,0.9344462257355195,0.9808190270053476,0.9556160650743324,0.984627163981041,0.725241177471907,0.856727805114737
XGB (tuned + ensemble),0.9947234474975932,0.6142237960752539,0.9171251413461419,0.9766472509776954,0.9785492758788084,0.9761601969139463,0.9396430863105367,0.8479065012128677,0.9679989172133473,0.9976631596628882,0.997236383553208,0.9729740977885827,0.9941967369230901,0.9532525682861116,0.8086747252813464,0.913089269615803,0.8058387955758501,0.9936301096677216,0.9182813533409884,0.9853622357356744,0.9992750327128154,0.7492699084566306,0.9581637009186692,0.9118261614024642,0.980875358340431,0.988020756748218,0.985549760990733,0.9969839215546321,0.877067908396072,0.9844771964636416,0.7962471938247405,0.9963019212562952,0.964981044699033,0.9799003603758302,0.9546370008172271,0.9739733919257616,0.8104679625348262,0.9721295932125176,0.9409141473233019,0.9710276485929069,0.9902313123098386,0.8429024586825492,0.9135145253767059,0.9075476478043233,0.9327627250732349,0.9666559336198243,0.9867903405800366,0.9687584549713879,0.9921593847395974,0.7910050016867771,0.9056189438906755
XGB (tuned),0.9924220541316676,0.5571426037149385,0.8902003276885142,0.9765547869715041,0.9723905511360321,0.9664053683934981,0.9421437003263418,0.8460442924085718,0.9707142639235934,0.9971999519828935,0.9908779362821406,0.9643246444968022,0.9939467601986122,0.9503617406473569,0.806423718570256,0.9091399019404671,0.7870283354354729,0.993369437415019,0.9190495039920229,0.9855204730529412,0.997740734938996,0.7683379130811147,0.9630970597868058,0.9024754377410072,0.9784108701816335,0.9812712805912069,0.9843589600212412,0.9969047254829568,0.8624471591900752,0.9827635821337398,0.7976826663592421,0.9958239928218301,0.9653797114166953,0.980079036251791,0.95333942766592,0.9728309446226358,0.790974635606902,0.9603636363527592,0.9442453887814388,0.969196282426116,0.9808569365608255,0.842918095989934,0.9141704769311374,0.905263270621724,0.9178378267565557,0.9675974648675959,0.9873284415358285,0.9672044426464852,0.9908483238614675,0.7859005029284726,0.908017522913483
XT (default),0.9605997235840853,0.09322093239159901,0.8720738886731931,0.9330462556072473,0.8782375092881213,0.6800769981946587,0.8320588579010866,0.41086555380966694,0.3198897542606316,0.9080338804145819,0.8935280102361425,0.7786638704566871,0.9437755868264132,0.892654096103717,0.0,0.7501794094005317,0.8027964653978921,0.9406224001117401,0.8341754110113098,0.9536412584261114,0.7121137279104326,0.3142594089905467,0.9446109665191256,0.541958912430053,0.8123117616220868,0.9273232863778259,0.8810418063383328,0.9905067111437434,0.8217546920608743,0.9770788370045311,0.5534986234091108,0.9550240370063202,0.8995439519873742,0.6587763173636427,0.8656225532927304,0.846846692329388,0.8413735614184727,0.7762999061352038,0.9245869106371374,0.8448749301397003,0.892079172657247,0.7910793987404479,0.622656085503889,0.918021982361502,0.7397964344326539,0.0,0.9550125174349369,0.9582309322100011,0.9741290665512338,0.35093890030641006,0.8929887535338316
XT (tuned + ensemble),0.9807630580828245,0.3091532287627038,0.9299383094283965,0.9621340153916287,0.9239698163065959,0.868157116153138,0.902992635152501,0.9194840470264829,0.6782621094613142,0.9644711210989464,0.9767105851916877,0.8696518074671827,0.9752200342409372,0.9036135199193805,0.5085523074768205,0.802190193228193,0.8998644868369873,0.9894486963865369,0.8649222573577704,0.9897306623161738,0.9492702796588413,0.711781854659584,0.9633902085319151,0.8528024383262197,0.8290361059128418,0.9406778971917421,0.9671408656939127,0.9955516110756442,0.9292068054273217,0.9788816649342107,0.6654580434187052,0.9848475250483215,0.928620317607425,0.9995431870054848,0.8797144620738403,0.8840447573390844,0.9174068971052408,0.9234600353787148,0.9605900498524769,0.8725404263473064,0.9648431698513116,0.815484404900231,0.6879473868439034,0.9346477370576775,0.9336646511129832,0.7489830463474154,0.9722406891139377,0.9628986277646434,0.9771038498836515,0.7934984415724665,0.9373226443489729
XT (tuned),0.9602322509171445,0.2501144134626696,0.9254955767474858,0.9583646708863919,0.8861377805150413,0.855952367753258,0.9148132620179452,0.9344963199827556,0.6745183292542207,0.9647631492143866,0.9743380757553158,0.8528674199496401,0.9677314223108933,0.8974284598165829,0.5079379255211871,0.7649112206943129,0.8719353120027674,0.9873049860912901,0.8666267577770663,0.9882672330650327,0.9509981471695984,0.7163221094628641,0.9548076598869626,0.8291327851091972,0.824461998699147,0.9354140039349961,0.9616317117409936,0.9953124588757022,0.9297550652753314,0.9773949052456706,0.662548670328485,0.9852052229520569,0.9247374026085646,0.9999992852724717,0.8803356260516328,0.8642187820145706,0.8590913892748504,0.9200527101313303,0.9499696914798826,0.8699684256011404,0.9664325243017082,0.818116380184569,0.6816122885135576,0.9169074365412662,0.9121879203243649,0.740900078724352,0.969594502669802,0.9582309322100011,0.9733703008405911,0.7376985850696967,0.9267147787017235
