group,T1026-D1,T1027-D1,T1029-D1,T1030-D1,T1030-D2,T1031-D1,T1032-D1,T1033-D1,T1034-D1,T1035-D1,T1037-D1,T1038-D1,T1038-D2,T1039-D1,T1040-D1,T1041-D1,T1042-D1,T1053-D1,T1053-D2,T1056-D1,T1057-D1,T1058-D1,T1058-D2,T1064-D1,T1067-D1,T1068-D1,T1073-D1,T1074-D1,T1083-D1,T1086-D1,T1086-D2,T1089-D1,T1090-D1,T1092-D1,T1092-D2,T1094-D1,T1094-D2,T1095-D1,T1100-D1,T1100-D2,T1101-D1,T1101-D2
G288,0.6764,0.3788,0.434,0.6153,0.3529,0.2789,0.4559,0.53,0.851,0.6396999999999999,0.4771,0.36619999999999997,0.49340000000000006,0.2717,0.2327,0.4876,0.37770000000000004,0.3997,0.5483,0.4985,0.7947,0.6997,0.6862999999999999,0.2147,0.38909999999999995,0.5349,0.8983,0.35609999999999997,0.6794,0.6503,0.7114,0.6505,0.6561,0.451,0.7279000000000001,0.4567,0.7837999999999999,0.40049999999999997,0.6759999999999999,0.6688,0.8946,0.653
G293,0.7175,0.3611,0.408,0.6737000000000001,0.5168,0.25,0.5265,0.3275,0.8493999999999999,0.4804,0.5427000000000001,0.3311,0.6283,0.3494,0.23850000000000002,0.5496,0.0906,0.5207999999999999,0.6594,0.5503,0.8515999999999999,0.7426999999999999,0.7686,0.2364,0.4672,0.5711999999999999,0.8390000000000001,0.1705,0.8478,0.7358,0.5798,0.7148,0.5357,0.4153,0.6670999999999999,0.4838,0.2126,0.3661,0.5,0.6815000000000001,0.9187000000000001,0.7265999999999999
G301,0.21230000000000002,0.2828,0.29600000000000004,0.2484,0.21850000000000003,0.19469999999999998,0.41619999999999996,0.225,0.4792,0.3848,0.146,0.21710000000000002,0.4507,0.2376,0.2115,0.2097,0.13949999999999999,0.19699999999999998,0.231,0.4127,0.5386,0.5172,0.5418999999999999,0.231,0.2398,0.25980000000000003,0.6229,0.1818,0.5924,0.34840000000000004,0.4269,0.37670000000000003,0.32799999999999996,0.11220000000000001,0.36460000000000004,0.1263,0.12560000000000002,0.0702,0.26039999999999996,0.4172,0.2892,0.5058
G304,0.6798000000000001,0.4268,0.38799999999999996,0.6023,0.355,0.5395,0.5440999999999999,0.305,0.7115,0.6912,0.4653,0.2325,0.3849,0.2655,0.2039,0.4318,0.433,0.5065,0.5234000000000001,0.5636,0.8344,0.6053999999999999,0.5124,0.2446,0.33149999999999996,0.5698,0.8093,0.2557,0.7745000000000001,0.7863,0.8019,0.6431999999999999,0.4841,0.16329999999999997,0.5801,0.5108,0.7548,0.2681,0.5814,0.6831,0.9337000000000001,0.7290000000000001
G305,0.1284,0.2146,0.18,0.1672,0.26890000000000003,0.23420000000000002,0.1559,0.27,0.11539999999999999,0.2353,0.0922,0.1469,0.1711,0.1832,0.2635,0.11779999999999999,0.11320000000000001,0.0788,0.2354,0.1464,0.11380000000000001,0.1336,0.1925,0.1766,0.09050000000000001,0.19829999999999998,0.5085000000000001,0.1402,0.5761,0.2914,0.2673,0.0603,0.16269999999999998,0.0898,0.1229,0.0794,0.11109999999999999,0.0421,0.1642,0.1354,0.2741,0.1507
G314,0.4949,0.36869999999999997,0.40399999999999997,0.7873,0.34869999999999995,0.4,0.5221,0.27,0.8654000000000001,0.424,0.2463,0.3311,0.5724,0.25,0.2327,0.46490000000000004,0.1449,0.32020000000000004,0.5424,0.5044,0.8709,0.6960999999999999,0.6365999999999999,0.212,0.4514,0.5097999999999999,0.8305,0.3428,0.856,0.851,0.625,0.6207,0.6442,0.6031,0.7597,0.4179,0.4927,0.39740000000000003,0.6938,0.5796,0.8645,0.7734000000000001
G317,0.161,0.2854,0.342,0.1705,0.3508,0.2395,0.4029,0.295,0.5401,0.2721,0.0978,0.2061,0.2993,0.222,0.225,0.1353,0.1241,0.12179999999999999,0.2895,0.4201,0.6463,0.5784,0.3245,0.22829999999999998,0.27940000000000004,0.2332,0.6949,0.25,0.7853,0.3186,0.387,0.37,0.20370000000000002,0.1,0.25,0.1246,0.122,0.0602,0.3373,0.3615,0.3885,0.3925
G319,0.512,0.3636,0.406,0.6429,0.5357,0.321,0.5279,0.3,0.7868999999999999,0.7475,0.4363,0.30920000000000003,0.6446999999999999,0.22829999999999998,0.2365,0.45659999999999995,0.3397,0.4133,0.6769,0.4926,0.7774,0.6690999999999999,0.6009,0.2446,0.4265,0.5293,0.8390000000000001,0.4678,0.8423999999999999,0.6347,0.5505,0.569,0.44439999999999996,0.4214,0.5483,0.3032,0.18,0.1559,0.5650999999999999,0.5239,0.8493999999999999,0.5783
G323,0.3973,0.3333,0.408,0.7273000000000001,0.48950000000000005,0.26839999999999997,0.42060000000000003,0.2725,0.33490000000000003,0.3211,0.22769999999999999,0.35090000000000005,0.5690999999999999,0.2842,0.2365,0.1457,0.11960000000000001,0.2808,0.5059,0.48229999999999995,0.7053,0.5735,0.4534,0.231,0.34159999999999996,0.36869999999999997,0.8559,0.3845,0.8070999999999999,0.6192,0.391,0.48810000000000003,0.3862,0.2071,0.5138,0.2238,0.3394,0.1481,0.4689,0.5015999999999999,0.8493999999999999,0.6168
G324,0.6747,0.43689999999999996,0.41600000000000004,0.2354,0.4097,0.6631999999999999,0.5573,0.3275,0.8365,0.8015000000000001,0.5619,0.33549999999999996,0.6349,0.2671,0.39039999999999997,0.5341,0.5498,0.48210000000000003,0.7091,0.5459,0.7876000000000001,0.7218000000000001,0.7204999999999999,0.2663,0.3688,0.5293,0.8475,0.43560000000000004,0.8315,0.7008,0.5386,0.6711,0.5331,0.5684,0.7017,0.4702,0.7826000000000001,0.4572,0.6095,0.5987,0.9127,0.6577
G326,0.4658,0.3737,0.406,0.6445000000000001,0.43700000000000006,0.3368,0.6132,0.3075,0.7724,0.5466,0.30010000000000003,0.375,0.6842,0.2671,0.3135,0.5537,0.16760000000000003,0.4778,0.6476999999999999,0.534,0.8293,0.6286999999999999,0.6196,0.2147,0.42310000000000003,0.5447,0.8432,0.35229999999999995,0.8478,0.6995,0.629,0.634,0.5503,0.3653,0.5276,0.19219999999999998,0.2029,0.1528,0.7041,0.6672,0.9217,0.6414
G328,0.45549999999999996,0.3763,0.418,0.6801999999999999,0.3845,0.33159999999999995,0.5706,0.315,0.758,0.5539000000000001,0.37560000000000004,0.31579999999999997,0.6776000000000001,0.2686,0.2596,0.5465,0.1576,0.5065,0.6769,0.5118,0.8344,0.6679,0.6149,0.2364,0.49770000000000003,0.5321,0.8390000000000001,0.428,0.8587,0.7034,0.7061,0.6227,0.5542,0.35409999999999997,0.6395000000000001,0.1787,0.2862,0.1975,0.6139,0.6862999999999999,0.9157,0.6459999999999999
G334,0.7003,0.36619999999999997,0.402,0.45289999999999997,0.4685,0.2526,0.5779,0.485,0.8414,0.2525,0.1603,0.2018,0.6349,0.4192,0.1923,0.2314,0.1413,0.5036,0.6696,0.6006,0.8872,0.8112999999999999,0.8711,0.2554,0.4276,0.5824,0.8178,0.4432,0.769,0.7772,0.7633,0.7009000000000001,0.4815,0.23879999999999998,0.7528,0.45130000000000003,0.215,0.365,0.6553,0.7134,0.9729000000000001,0.7254999999999999
G335,0.488,0.34600000000000003,0.40399999999999997,0.7792,0.3508,0.2579,0.5515,0.4925,0.8654000000000001,0.2696,0.091,0.3224,0.5724,0.2826,0.2481,0.1653,0.1313,0.4592,0.655,0.5163,0.8923000000000001,0.7818999999999999,0.8384999999999999,0.2228,0.3914,0.4036,0.8390000000000001,0.4053,0.8397,0.5764,0.6223,0.62,0.5079,0.4796,0.7486,0.1841,0.2403,0.4387,0.6302,0.6576000000000001,0.9127,0.6577
G337,0.7123,0.2778,0.406,0.6283,0.4496,0.2132,0.5015,0.23,0.8077,0.6642,0.513,0.307,0.5921,0.278,0.175,0.5351,0.46740000000000004,0.5143,0.5658,0.4867,0.7265999999999999,0.6936,0.5497,0.20920000000000002,0.40049999999999997,0.5251,0.8305,0.39390000000000003,0.8478,0.5207,0.41619999999999996,0.6565000000000001,0.3505,0.5327000000000001,0.7017,0.39890000000000003,0.3539,0.392,0.5636,0.5287,0.9127,0.6612
G339,0.6901,0.35350000000000004,0.436,0.7321,0.49369999999999997,0.24739999999999998,0.5015,0.4625,0.8414,0.29410000000000003,0.4004,0.2829,0.5493,0.26239999999999997,0.20190000000000002,0.5351,0.1277,0.5357999999999999,0.6491,0.5444,0.8476,0.7463,0.7670999999999999,0.231,0.5283,0.5711999999999999,0.8262999999999999,0.358,0.8423999999999999,0.7395999999999999,0.6622,0.7182,0.5317000000000001,0.46630000000000005,0.6851,0.4738,0.7645000000000001,0.2234,0.6938,0.6751999999999999,0.9428,0.7091
G340,0.5788,0.23739999999999997,0.19,0.2029,0.2647,0.2211,0.45289999999999997,0.245,0.6122,0.27699999999999997,0.08789999999999999,0.1491,0.2072,0.2034,0.24420000000000003,0.11779999999999999,0.087,0.2249,0.1213,0.4201,0.6413,0.1507,0.1568,0.1766,0.0984,0.4008,0.32630000000000003,0.1421,0.4484,0.4495,0.379,0.4642,0.1045,0.4316,0.6823,0.29059999999999997,0.14859999999999998,0.2878,0.5118,0.18309999999999998,0.35840000000000005,0.1355
G341,0.6541,0.2576,0.35200000000000004,0.31010000000000004,0.2899,0.2395,0.4794,0.2925,0.7595999999999999,0.3603,0.125,0.2303,0.3421,0.2143,0.2173,0.1725,0.11779999999999999,0.4434,0.5073,0.4985,0.7204999999999999,0.5625,0.4876,0.2418,0.4253,0.4707,0.8347,0.21780000000000002,0.4891,0.4819,0.4043,0.6525,0.2884,0.47350000000000003,0.6561,0.37450000000000006,0.6365,0.3847,0.5784,0.5685,0.8042,0.6846
G343,0.7140000000000001,0.35609999999999997,0.41,0.4399,0.2647,0.3132,0.5882000000000001,0.2975,0.8125,0.8137000000000001,0.3212,0.3114,0.6414,0.2609,0.23079999999999998,0.5145000000000001,0.2527,0.5207999999999999,0.6491,0.5917,0.8476,0.7635,0.7593000000000001,0.2147,0.3529,0.5711999999999999,0.8432,0.4962,0.8070999999999999,0.7474,0.6622,0.7148,0.5688,0.4337,0.6381,0.1832,0.30920000000000003,0.37189999999999995,0.6759999999999999,0.6688,0.9428,0.7091
G349,0.2894,0.2348,0.25,0.2289,0.292,0.2447,0.475,0.4325,0.8012999999999999,0.223,0.0755,0.17980000000000002,0.273,0.2686,0.2077,0.13019999999999998,0.10869999999999999,0.1318,0.2003,0.44530000000000003,0.6992,0.1752,0.146,0.2065,0.2738,0.4078,0.3814,0.1875,0.5272,0.513,0.5492,0.5895,0.131,0.18469999999999998,0.5318,0.4215,0.23670000000000002,0.25120000000000003,0.32689999999999997,0.1911,0.4127,0.6192
G351,0.6884,0.35609999999999997,0.428,0.7289,0.5168,0.3132,0.55,0.325,0.8061,0.4314,0.3317,0.2982,0.6382,0.24530000000000002,0.24420000000000003,0.5227,0.40850000000000003,0.5437,0.6607999999999999,0.5872999999999999,0.7937000000000001,0.6201,0.7267,0.2147,0.40840000000000004,0.5726,0.8729,0.29359999999999997,0.8478,0.6839,0.6981,0.6505,0.6561,0.4153,0.6312,0.1859,0.3116,0.2905,0.6746,0.6513,0.9157,0.6133
G360,0.3716,0.2273,0.376,0.2451,0.3908,0.2289,0.36619999999999997,0.3525,0.42310000000000003,0.2451,0.11199999999999999,0.2346,0.5559000000000001,0.2438,0.1885,0.1219,0.1114,0.2077,0.30260000000000004,0.3107,0.4472,0.2475,0.31829999999999997,0.2065,0.2681,0.2458,0.44909999999999994,0.46020000000000005,0.43479999999999996,0.2565,0.27390000000000003,0.2845,0.3479,0.1684,0.308,0.083,0.1401,0.1007,0.179,0.2707,0.5663,0.2395
G362,0.7448999999999999,0.4672,0.402,0.6672,0.5231,0.3053,0.5661999999999999,0.2875,0.8269,0.5417000000000001,0.6312,0.318,0.523,0.2671,0.2577,0.5548,0.44380000000000003,0.5351,0.6418,0.49560000000000004,0.7866,0.7169,0.7453,0.2147,0.44909999999999994,0.5251,0.8432,0.35979999999999995,0.7989,0.7215,0.6236999999999999,0.6638,0.5357,0.6357,0.7445,0.1886,0.5966,0.2685,0.7219,0.5876,0.9398000000000001,0.6015999999999999
G364,0.32880000000000004,0.3056,0.45799999999999996,0.4838,0.41600000000000004,0.2868,0.49560000000000004,0.2925,0.7436,0.25489999999999996,0.1467,0.3246,0.5296,0.2438,0.2327,0.4153,0.11869999999999999,0.1691,0.5,0.48369999999999996,0.6972,0.636,0.5373,0.231,0.3914,0.426,0.8347,0.3447,0.8370000000000001,0.6347,0.4375,0.5398,0.40340000000000004,0.30920000000000003,0.43920000000000003,0.1769,0.36229999999999996,0.1643,0.5044,0.43310000000000004,0.8523999999999999,0.5152
G367,0.45549999999999996,0.38380000000000003,0.41600000000000004,0.6801999999999999,0.3845,0.36579999999999996,0.6073,0.3125,0.7099,0.5661999999999999,0.3385,0.33770000000000006,0.6315999999999999,0.2733,0.2942,0.5826,0.1721,0.4893,0.6637000000000001,0.5932,0.8405,0.6213000000000001,0.6335000000000001,0.2228,0.5362,0.5838,0.8390000000000001,0.40149999999999997,0.8504999999999999,0.6865000000000001,0.6715000000000001,0.6088,0.5609000000000001,0.34490000000000004,0.5276,0.19399999999999998,0.3031,0.1686,0.6759999999999999,0.6799,0.9217,0.6507
G368,0.5925,0.4192,0.40399999999999997,0.6737000000000001,0.5126,0.36840000000000006,0.5265,0.3225,0.8205,0.5123,0.4697,0.3618,0.6776000000000001,0.278,0.2865,0.5403,0.5081,0.5373,0.6476999999999999,0.6095,0.7957,0.6960999999999999,0.7547,0.2228,0.405,0.5768,0.8814,0.40909999999999996,0.8016,0.7395999999999999,0.6622,0.6545000000000001,0.6204,0.5143,0.6629999999999999,0.5199,0.7487999999999999,0.3353,0.6731,0.6831,0.9307,0.6939
G369,0.1233,0.2323,0.138,0.26789999999999997,0.3235,0.2737,0.2323,0.24,0.3542,0.201,0.0594,0.12279999999999999,0.2138,0.2158,0.1442,0.0971,0.0842,0.060899999999999996,0.1725,0.46299999999999997,0.5366,0.1348,0.1242,0.1467,0.0928,0.27649999999999997,0.2627,0.1231,0.3016,0.1308,0.1782,0.5146000000000001,0.1151,0.10710000000000001,0.1699,0.22649999999999998,0.10869999999999999,0.2249,0.3077,0.1051,0.3494,0.38079999999999997
G373,0.4366,0.2121,0.156,0.1575,0.2668,0.2026,0.1073,0.37,0.15380000000000002,0.1961,0.0817,0.182,0.22039999999999998,0.2189,0.1885,0.1198,0.0888,0.20489999999999997,0.5716,0.1198,0.1484,0.1642,0.132,0.1984,0.1075,0.1732,0.3686,0.17800000000000002,0.462,0.3031,0.2553,0.0676,0.1217,0.12960000000000002,0.16440000000000002,0.1309,0.1606,0.0787,0.608,0.5446,0.6988,0.2956
G375,0.6901,0.39390000000000003,0.41,0.6054999999999999,0.4916,0.25,0.5559000000000001,0.2975,0.851,0.2892,0.3985,0.2895,0.6940999999999999,0.2484,0.24420000000000003,0.4979,0.3578,0.5207999999999999,0.6491,0.5577000000000001,0.8405,0.7463,0.7670999999999999,0.2473,0.47850000000000004,0.5711999999999999,0.8898,0.1818,0.8504999999999999,0.7474,0.6622,0.6419,0.5569,0.36939999999999995,0.6561,0.19219999999999998,0.3188,0.20679999999999998,0.6759999999999999,0.6688,0.9428,0.7091
G376,0.3493,0.38380000000000003,0.354,0.17859999999999998,0.20379999999999998,0.5526,0.5235,0.59,0.7051000000000001,0.8015000000000001,0.42950000000000005,0.25,0.4868,0.5652,0.28850000000000003,0.5589,0.3859,0.2944,0.5029,0.48960000000000004,0.6940999999999999,0.5,0.37420000000000003,0.1902,0.3575,0.3073,0.8093,0.2121,0.8261,0.44689999999999996,0.49729999999999996,0.5,0.3757,0.3837,0.1948,0.1679,0.1292,0.09300000000000001,0.3151,0.551,0.8765000000000001,0.507
G377,0.5085999999999999,0.3586,0.43200000000000005,0.6185,0.4244,0.2737,0.5382,0.26,0.742,0.6912,0.5241,0.3136,0.5921,0.2748,0.2327,0.5403,0.4692,0.5122,0.5731,0.4911,0.7825,0.7328,0.5637,0.1957,0.3948,0.49439999999999995,0.8262999999999999,0.35609999999999997,0.8533,0.5478999999999999,0.46409999999999996,0.6711,0.496,0.5643,0.7238,0.44670000000000004,0.38159999999999994,0.39270000000000005,0.5650999999999999,0.5255,0.9096,0.6589
G379,0.6901,0.3712,0.40399999999999997,0.6429,0.5357,0.24739999999999998,0.5882000000000001,0.3125,0.8414,0.5661999999999999,0.513,0.2675,0.648,0.278,0.24420000000000003,0.5919,0.5471,0.5357999999999999,0.6491,0.5577000000000001,0.8393999999999999,0.7451000000000001,0.7686,0.2636,0.40049999999999997,0.5711999999999999,0.8432,0.47729999999999995,0.8478,0.7071999999999999,0.6064,0.7134999999999999,0.5317000000000001,0.46630000000000005,0.6851,0.4738,0.7645000000000001,0.41859999999999997,0.6759999999999999,0.6799,0.9066,0.6729
G392,0.4743,0.3763,0.418,0.6299,0.4244,0.4316,0.5456,0.27,0.7836,0.4436,0.3236,0.3443,0.5855,0.2748,0.23850000000000002,0.44630000000000003,0.1802,0.2006,0.5614,0.4985,0.7276,0.6396999999999999,0.7143,0.23370000000000002,0.40380000000000005,0.5195000000000001,0.8347,0.2992,0.875,0.6347,0.4362,0.5232,0.4643,0.3969,0.5497,0.2509,0.1594,0.179,0.5754,0.4936,0.8704999999999999,0.5339
G403,0.7448999999999999,0.5227,0.39,0.43829999999999997,0.47479999999999994,0.6368,0.5822999999999999,0.675,0.5689,0.902,0.6188,0.2982,0.6645,0.5978,0.2961,0.5992000000000001,0.5643,0.5201,0.6286999999999999,0.6243,0.8495999999999999,0.7635,0.7593000000000001,0.2446,0.6233,0.6103000000000001,0.7839,0.46399999999999997,0.8641,0.7979,0.7567,0.7101999999999999,0.6045,0.5929,0.8245999999999999,0.5686,0.7126,0.5394,0.7648,0.7484000000000001,0.9307,0.6892
G409,0.7140000000000001,0.3737,0.41,0.6786,0.5357,0.25,0.6118,0.35,0.8365,0.5245000000000001,0.47090000000000004,0.3421,0.6382,0.26239999999999997,0.24609999999999999,0.6126,0.40850000000000003,0.5172,0.6389,0.5518,0.7967,0.7315999999999999,0.5683,0.2418,0.4208,0.5154,0.8390000000000001,0.4583,0.8478,0.68,0.7021,0.6353,0.4987,0.4265,0.5318,0.48100000000000004,0.7923,0.1821,0.7027,0.6688,0.8523999999999999,0.5888
G420,0.6781,0.3712,0.40399999999999997,0.6720999999999999,0.5231,0.2789,0.5279,0.315,0.8702,0.7525,0.5235,0.36840000000000006,0.6809000000000001,0.2764,0.28850000000000003,0.5393,0.34509999999999996,0.5158,0.6053000000000001,0.5962,0.8262,0.7609999999999999,0.7562000000000001,0.2391,0.4265,0.5433,0.8390000000000001,0.5038,0.856,0.6943,0.6675,0.6829999999999999,0.5688,0.6378,0.7389,0.4648,0.7705,0.4236,0.6894,0.6592,0.9006000000000001,0.7138
G427,0.9384,0.6111,0.446,0.7533,0.895,0.8737,0.6897,0.875,0.9359000000000001,0.951,0.8762000000000001,0.8946999999999999,0.9408,0.823,0.7173,0.907,0.8451000000000001,0.9706,0.9254000000000001,0.9512,0.9440999999999999,0.8872,0.9348000000000001,0.8695999999999999,0.8959,0.9609000000000001,0.8390000000000001,0.8976999999999999,0.856,0.9326000000000001,0.9148999999999999,0.9708,0.8902,0.7214,0.884,0.7247,0.9022,0.7076,0.7898999999999999,0.9634,0.9428,0.9264
G428,0.5925,0.3611,0.41200000000000003,0.6623,0.4118,0.3079,0.5265,0.2975,0.8237000000000001,0.1887,0.3521,0.375,0.5559000000000001,0.1506,0.20579999999999998,0.5795,0.3306,0.41119999999999995,0.6082,0.5444,0.8476,0.1728,0.2298,0.2636,0.43439999999999995,0.5573,0.8517,0.3125,0.7798999999999999,0.7071999999999999,0.6064,0.6134000000000001,0.5992000000000001,0.36939999999999995,0.6561,0.44670000000000004,0.38159999999999994,0.3245,0.6938,0.6751999999999999,0.8493999999999999,0.653
G435,0.26030000000000003,0.41159999999999997,0.384,0.6347,0.34659999999999996,0.6895,0.55,0.2925,0.758,0.8504999999999999,0.5916,0.307,0.5757,0.2733,0.4635,0.6229,0.4728,0.47130000000000005,0.6886,0.5459,0.7917000000000001,0.7156999999999999,0.6940999999999999,0.2582,0.43329999999999996,0.49579999999999996,0.8644,0.5057,0.8151999999999999,0.6567000000000001,0.5745,0.5709000000000001,0.5119,0.4867,0.5373,0.3204,0.2101,0.42090000000000005,0.5355,0.7086,0.8554,0.5678
G437,0.1164,0.20199999999999999,0.268,0.2273,0.3235,0.1816,0.4647,0.36,0.8140999999999999,0.2525,0.0538,0.15789999999999998,0.2928,0.15839999999999999,0.1673,0.11779999999999999,0.07339999999999999,0.1368,0.1067,0.48369999999999996,0.7123999999999999,0.1458,0.12269999999999999,0.2147,0.1866,0.3701,0.2839,0.1326,0.5951,0.1826,0.2779,0.433,0.08470000000000001,0.349,0.3398,0.3601,0.1679,0.2986,0.2648,0.1338,0.12050000000000001,0.6145
G448,0.43320000000000003,0.34090000000000004,0.434,0.2792,0.3319,0.2658,0.5015,0.2675,0.4808,0.2328,0.1609,0.3421,0.5658,0.2764,0.23079999999999998,0.1436,0.1458,0.29510000000000003,0.5731,0.5147999999999999,0.7693000000000001,0.5710999999999999,0.3602,0.2636,0.3971,0.4399,0.8432,0.39390000000000003,0.8206,0.649,0.508,0.4337,0.40869999999999995,0.2061,0.5138,0.20489999999999997,0.3575,0.1412,0.6154,0.3583,0.8614,0.5164
G458,0.1747,0.19949999999999998,0.174,0.1396,0.17859999999999998,0.2237,0.1368,0.2675,0.15710000000000002,0.13970000000000002,0.0668,0.1491,0.2007,0.1677,0.15380000000000002,0.094,0.0842,0.0716,0.1535,0.1065,0.0925,0.1189,0.1025,0.1984,0.09050000000000001,0.1494,0.33049999999999996,0.12689999999999999,0.413,0.16579999999999998,0.1875,0.061,0.10189999999999999,0.12960000000000002,0.16440000000000002,0.1309,0.1606,0.0787,0.608,0.5446,0.6988,0.2956
G460,0.39899999999999997,0.3131,0.44,0.6429,0.5252,0.2974,0.5367999999999999,0.2625,0.758,0.6912,0.5303,0.3048,0.6118,0.2764,0.175,0.5444,0.45020000000000004,0.51,0.5746,0.4571,0.7276,0.6973,0.5559000000000001,0.1957,0.4355,0.4832,0.8305,0.4318,0.8451000000000001,0.5155,0.4202,0.6731,0.4868,0.5571,0.7182,0.45039999999999997,0.3768,0.3931,0.5710000000000001,0.5143,0.9127,0.6717
G468,0.25170000000000003,0.34090000000000004,0.406,0.6234000000000001,0.4286,0.3421,0.6043999999999999,0.3025,0.7340000000000001,0.5318999999999999,0.2816,0.4517,0.6085,0.26239999999999997,0.3019,0.5341,0.1685,0.5014,0.6462,0.534,0.8190999999999999,0.6299,0.618,0.2364,0.4366,0.5461,0.8432,0.29359999999999997,0.8478,0.6917,0.6236999999999999,0.6512,0.5317000000000001,0.36939999999999995,0.5318,0.16519999999999999,0.22219999999999998,0.1663,0.5947,0.6624,0.9307,0.6402
G473,0.6815000000000001,0.39649999999999996,0.406,0.4351,0.45799999999999996,0.7315999999999999,0.5853,0.755,0.867,0.8798999999999999,0.6163000000000001,0.32020000000000004,0.6743000000000001,0.691,0.275,0.5713,0.5562,0.563,0.5540999999999999,0.6169,0.8495999999999999,0.7635,0.7593000000000001,0.2473,0.6244,0.5279,0.7839,0.4943,0.8342,0.7979,0.7567,0.6592,0.6812,0.5959,0.7762,0.556,0.7245999999999999,0.48229999999999995,0.7012,0.7978000000000001,0.9398000000000001,0.7418
G480,0.8014,0.40909999999999996,0.386,0.2419,0.395,0.7342,0.5515,0.35,0.8542000000000001,0.826,0.5772999999999999,0.32899999999999996,0.6579,0.2748,0.4288,0.5847,0.6096,0.4534,0.7968000000000001,0.5473,0.8079000000000001,0.7292000000000001,0.7609,0.2364,0.3699,0.5209,0.8390000000000001,0.46399999999999997,0.8070999999999999,0.8718,0.6315999999999999,0.6498999999999999,0.6058,0.5439,0.645,0.4621,0.8901,0.42710000000000004,0.5858,0.6417,0.8343,0.6437
G487,0.48119999999999996,0.36869999999999997,0.40399999999999997,0.6509999999999999,0.33399999999999996,0.3605,0.5221,0.2925,0.8237000000000001,0.4387,0.26239999999999997,0.3224,0.5065999999999999,0.25,0.24230000000000002,0.5227,0.1476,0.3166,0.5848,0.503,0.8271999999999999,0.7169,0.632,0.22010000000000002,0.4412,0.5573,0.8347,0.35229999999999995,0.8776999999999999,0.7552,0.5690999999999999,0.6531999999999999,0.5317000000000001,0.6388,0.7376,0.4594,0.4927,0.40619999999999995,0.6908,0.5987,0.9217,0.6951
G488,0.7071999999999999,0.35609999999999997,0.428,0.6834,0.5273,0.3,0.5868,0.4625,0.8332999999999999,0.4314,0.3967,0.3421,0.6546,0.2655,0.39039999999999997,0.2366,0.49,0.5186,0.6564,0.6109,0.8476,0.7635,0.7593000000000001,0.2364,0.40840000000000004,0.5726,0.8729,0.3996,0.8478,0.6890999999999999,0.7075,0.6346,0.6561,0.5153,0.7182,0.5126,0.7620999999999999,0.2905,0.7027,0.6879000000000001,0.9157,0.6133
G498,0.6918000000000001,0.35609999999999997,0.384,0.6672,0.34240000000000004,0.25,0.5882000000000001,0.3075,0.8125,0.25,0.3985,0.2895,0.6414,0.2733,0.24230000000000002,0.4979,0.40850000000000003,0.5451,0.6623,0.5947,0.7937000000000001,0.7635,0.7593000000000001,0.2473,0.38909999999999995,0.5349,0.8729,0.35609999999999997,0.7636,0.6503,0.7114,0.6557999999999999,0.6507999999999999,0.5143,0.6629999999999999,0.306,0.5832999999999999,0.40740000000000004,0.5932,0.6975,0.9036,0.7184999999999999
